,hs,申請系所,FCU,FCU_AM,total_uni,uni_0,uni_1,uni_2,uni_3,uni_4,uni_5,uni_6,uni_7,uni_8,uni_9,uni_10,hs_state,no_public,ratio_public,no_fcu,ratio_fcu,no_math,ratio_math,taichung,hs_from_taichung
792,國立澎湖科技大學,"逢甲大學應用數學系
高雄醫學大學醫學影像暨放射科學系
東海大學社會工作學系
中山醫學大學職能治療學系
國立中正大學心理學系
國立臺北大學社會工作學系",1,1,6,逢甲大學應用數學系,高雄醫學大學醫學影像暨放射科學系,東海大學社會工作學系,中山醫學大學職能治療學系,國立中正大學心理學系,國立臺北大學社會工作學系,0,0,0,0,0,澎湖縣,2,0.3333333333333333,1,0.16666666666666666,1,0.16666666666666666,0,3
793,中山高中,"逢甲大學應用數學系
國立屏東大學應用數學系",1,1,2,逢甲大學應用數學系,國立屏東大學應用數學系,0,0,0,0,0,0,0,0,0,高雄市,1,0.5,1,0.5,2,1.0,0,2
795,左營高中,"逢甲大學應用數學系
義守大學應用數學系資訊科學組",1,1,2,逢甲大學應用數學系,義守大學應用數學系資訊科學組,0,0,0,0,0,0,0,0,0,高雄市,0,0.0,1,0.5,2,1.0,0,2
796,臺中二中,"逢甲大學應用數學系
東海大學經濟學系一般經濟組",0,0,2,逢甲大學應用數學系,東海大學經濟學系一般經濟組,0,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.5,1,0.5,1,0
797,武陵高中,"逢甲大學應用數學系
中原大學應用數學系
中原大學機械工程學系
逢甲大學機械與電腦輔助工程學系
元智大學機械工程學系",0,0,5,逢甲大學應用數學系,中原大學應用數學系,中原大學機械工程學系,逢甲大學機械與電腦輔助工程學系,元智大學機械工程學系,0,0,0,0,0,0,桃園市,0,0.0,2,0.4,2,0.4,0,2
798,逢甲大學,"逢甲大學應用數學系
逢甲大學工業工程與系統管理學系
逢甲大學航太與系統工程學系
逢甲大學統計學系
逢甲大學資訊電機學院不分系榮譽班",1,0,5,逢甲大學應用數學系,逢甲大學工業工程與系統管理學系,逢甲大學航太與系統工程學系,逢甲大學統計學系,逢甲大學資訊電機學院不分系榮譽班,0,0,0,0,0,0,臺中市,0,0.0,5,1.0,1,0.2,1,0
799,屏東女中,"逢甲大學應用數學系
中原大學應用數學系
東海大學應用數學系
靜宜大學法律學系",1,1,4,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,靜宜大學法律學系,0,0,0,0,0,0,0,屏東縣,0,0.0,1,0.25,3,0.75,0,3
800,武陵高中,"逢甲大學應用數學系
中原大學應用數學系
淡江大學統計學系",0,0,3,逢甲大學應用數學系,中原大學應用數學系,淡江大學統計學系,0,0,0,0,0,0,0,0,桃園市,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,2
801,臺中一中,"逢甲大學應用數學系
逢甲大學光電科學與工程學系",1,0,2,逢甲大學應用數學系,逢甲大學光電科學與工程學系,0,0,0,0,0,0,0,0,0,臺中市,0,0.0,2,1.0,1,0.5,1,0
802,中山高中,"逢甲大學應用數學系
逢甲大學統計學系
逢甲大學水利工程與資源保育學系
靜宜大學化粧品科學系
國立屏東大學科普傳播學系
義守大學財務與計算數學系
嘉南藥理大學保健營養系
輔英科技大學健康美容系
大仁科技大學食品科技系食品技術與應用組
中臺科技大學醫療暨健康產業管理系
元培醫事科技大學醫學檢驗生物技術系",1,0,11,逢甲大學應用數學系,逢甲大學統計學系,逢甲大學水利工程與資源保育學系,靜宜大學化粧品科學系,國立屏東大學科普傳播學系,義守大學財務與計算數學系,嘉南藥理大學保健營養系,輔英科技大學健康美容系,大仁科技大學食品科技系食品技術與應用組,中臺科技大學醫療暨健康產業管理系,元培醫事科技大學醫學檢驗生物技術系,高雄市,1,0.09090909090909091,3,0.2727272727272727,2,0.18181818181818182,0,2
804,高雄中學,"逢甲大學應用數學系
國立屏東大學應用數學系",1,1,2,逢甲大學應用數學系,國立屏東大學應用數學系,0,0,0,0,0,0,0,0,0,高雄市,1,0.5,1,0.5,2,1.0,0,2
805,竹北高中,"逢甲大學應用數學系
中原大學應用數學系
淡江大學水資源及環境工程學系環境工程組
逢甲大學統計學系商業大數據組
逢甲大學財務工程與精算學士學位學程",0,0,5,逢甲大學應用數學系,中原大學應用數學系,淡江大學水資源及環境工程學系環境工程組,逢甲大學統計學系商業大數據組,逢甲大學財務工程與精算學士學位學程,0,0,0,0,0,0,新竹縣,0,0.0,3,0.6,2,0.4,0,1
806,私立光隆家商,逢甲大學應用數學系,1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,基隆市,0,0.0,1,1.0,1,1.0,0,3
807,臺南二中,"逢甲大學應用數學系
東海大學環境科學與工程學系
長榮大學航運管理學系產學發展組",0,0,3,逢甲大學應用數學系,東海大學環境科學與工程學系,長榮大學航運管理學系產學發展組,0,0,0,0,0,0,0,0,臺南市,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,2
808,虎尾高中,"逢甲大學應用數學系
東海大學應用數學系
逢甲大學資訊電機學院不分系榮譽班
嘉南藥理大學食品科技系
朝陽科技大學資訊管理系資訊管理組
國立勤益科技大學資訊工程系",1,0,6,逢甲大學應用數學系,東海大學應用數學系,逢甲大學資訊電機學院不分系榮譽班,嘉南藥理大學食品科技系,朝陽科技大學資訊管理系資訊管理組,國立勤益科技大學資訊工程系,0,0,0,0,0,雲林縣,1,0.16666666666666666,2,0.3333333333333333,2,0.3333333333333333,0,1
809,文華高中,"逢甲大學應用數學系
逢甲大學電子工程學系
逢甲大學自動控制工程學系
逢甲大學通訊工程學系",1,0,4,逢甲大學應用數學系,逢甲大學電子工程學系,逢甲大學自動控制工程學系,逢甲大學通訊工程學系,0,0,0,0,0,0,0,臺中市,0,0.0,4,1.0,1,0.25,1,0
810,鳳新高中,"逢甲大學應用數學系
國立臺東大學應用數學系
國立勤益科技大學化工與材料工程系",0,0,3,逢甲大學應用數學系,國立臺東大學應用數學系,國立勤益科技大學化工與材料工程系,0,0,0,0,0,0,0,0,高雄市,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666,0,2
811,私立明德高中,"逢甲大學應用數學系
靜宜大學財務與計算數學系計算數學組
靜宜大學資訊傳播工程學系
亞洲大學會計與資訊學系管理應用組
朝陽科技大學資訊管理系
弘光科技大學健康事業管理系
嶺東科技大學企業管理系
僑光科技大學行銷與流通管理系",1,1,8,逢甲大學應用數學系,靜宜大學財務與計算數學系計算數學組,靜宜大學資訊傳播工程學系,亞洲大學會計與資訊學系管理應用組,朝陽科技大學資訊管理系,弘光科技大學健康事業管理系,嶺東科技大學企業管理系,僑光科技大學行銷與流通管理系,0,0,0,臺中市,0,0.0,1,0.125,3,0.375,1,0
812,屏東女中,"逢甲大學應用數學系
中原大學應用數學系
淡江大學統計學系",0,0,3,逢甲大學應用數學系,中原大學應用數學系,淡江大學統計學系,0,0,0,0,0,0,0,0,屏東縣,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,3
813,私立弘文高中,"逢甲大學應用數學系
靜宜大學財務與計算數學系財務工程組
銘傳大學應用統計資訊學系(桃園校區)
銘傳大學資訊工程學系(桃園校區)
亞洲大學資訊工程學系資電應用組
亞洲大學經營管理學系行銷管理組
朝陽科技大學資訊與通訊系
南臺科技大學電機工程系控制與晶片組
南臺科技大學管理與資訊系工業管理組
崑山科技大學機械工程系
僑光科技大學行銷與流通管理系",0,0,11,逢甲大學應用數學系,靜宜大學財務與計算數學系財務工程組,銘傳大學應用統計資訊學系(桃園校區),銘傳大學資訊工程學系(桃園校區),亞洲大學資訊工程學系資電應用組,亞洲大學經營管理學系行銷管理組,朝陽科技大學資訊與通訊系,南臺科技大學電機工程系控制與晶片組,南臺科技大學管理與資訊系工業管理組,崑山科技大學機械工程系,僑光科技大學行銷與流通管理系,臺中市,0,0.0,1,0.09090909090909091,2,0.18181818181818182,1,0
814,國立彰化師範大學,"逢甲大學應用數學系
靜宜大學財務金融學系-一般組
世新大學傳播管理學系
朝陽科技大學財務金融系",1,1,4,逢甲大學應用數學系,靜宜大學財務金融學系-一般組,世新大學傳播管理學系,朝陽科技大學財務金融系,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.25,1,0.25,0,1
815,中山高中,"逢甲大學應用數學系
東吳大學數學系
淡江大學數學學系數學組
國立東華大學應用數學系數學科學組
義守大學財務與計算數學系",0,0,5,逢甲大學應用數學系,東吳大學數學系,淡江大學數學學系數學組,國立東華大學應用數學系數學科學組,義守大學財務與計算數學系,0,0,0,0,0,0,高雄市,1,0.2,1,0.2,7,1.4,0,2
817,大同高中,"逢甲大學應用數學系
中國文化大學應用數學系",1,1,2,逢甲大學應用數學系,中國文化大學應用數學系,0,0,0,0,0,0,0,0,0,臺北市,0,0.0,1,0.5,2,1.0,0,3
818,嘉義高中,"逢甲大學應用數學系
中國文化大學資訊工程學系
義守大學資訊工程學系
亞洲大學資訊工程學系大數據與物聯網組
國立澎湖科技大學電信工程系
朝陽科技大學資訊與通訊系
南臺科技大學電機工程系控制與晶片組
龍華科技大學資訊網路工程系
元培醫事科技大學食品科學系",1,1,9,逢甲大學應用數學系,中國文化大學資訊工程學系,義守大學資訊工程學系,亞洲大學資訊工程學系大數據與物聯網組,國立澎湖科技大學電信工程系,朝陽科技大學資訊與通訊系,南臺科技大學電機工程系控制與晶片組,龍華科技大學資訊網路工程系,元培醫事科技大學食品科學系,0,0,嘉義市,1,0.1111111111111111,1,0.1111111111111111,1,0.1111111111111111,0,1
819,中壢高商,"逢甲大學應用數學系
東海大學應用物理學系材料及奈米科技組
東海大學應用物理學系光電組
東海大學應用數學系",0,0,4,逢甲大學應用數學系,東海大學應用物理學系材料及奈米科技組,東海大學應用物理學系光電組,東海大學應用數學系,0,0,0,0,0,0,0,桃園市,0,0.0,1,0.25,2,0.5,0,2
820,逢甲大學,"逢甲大學應用數學系
逢甲大學纖維與複合材料學系
逢甲大學水利工程與資源保育學系
靜宜大學統計資訊學系-類繁星
朝陽科技大學保險金融管理系",1,1,5,逢甲大學應用數學系,逢甲大學纖維與複合材料學系,逢甲大學水利工程與資源保育學系,靜宜大學統計資訊學系-類繁星,朝陽科技大學保險金融管理系,0,0,0,0,0,0,臺中市,0,0.0,3,0.6,1,0.2,1,0
821,國立中興大學,"逢甲大學應用數學系
東海大學統計學系(大數據與資料科學組)",1,1,2,逢甲大學應用數學系,東海大學統計學系(大數據與資料科學組),0,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.5,1,0.5,1,0
822,新竹高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學應用數學系
淡江大學統計學系
國立東華大學會計學系
實踐大學會計學系(臺北校區)
元培醫事科技大學醫學檢驗生物技術系
明志科技大學材料工程系
南臺科技大學生物科技系
朝陽科技大學應用化學系生化科技組",0,0,10,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,淡江大學統計學系,國立東華大學會計學系,實踐大學會計學系(臺北校區),元培醫事科技大學醫學檢驗生物技術系,明志科技大學材料工程系,南臺科技大學生物科技系,朝陽科技大學應用化學系生化科技組,0,新竹市,1,0.1,1,0.1,3,0.3,0,1
823,虎尾高中,"逢甲大學應用數學系
東海大學應用數學系
淡江大學資訊工程學系
靜宜大學資訊工程學系
輔仁大學數學系資訊數學組",0,0,5,逢甲大學應用數學系,東海大學應用數學系,淡江大學資訊工程學系,靜宜大學資訊工程學系,輔仁大學數學系資訊數學組,0,0,0,0,0,0,雲林縣,0,0.0,1,0.2,4,0.8,0,1
824,靜宜大學,"逢甲大學應用數學系
東海大學應用數學系
靜宜大學資料科學暨大數據分析與應用學系-一般組
國立澎湖科技大學電信工程系
國立澎湖科技大學資訊工程系
崑山科技大學機械工程系",1,1,6,逢甲大學應用數學系,東海大學應用數學系,靜宜大學資料科學暨大數據分析與應用學系-一般組,國立澎湖科技大學電信工程系,國立澎湖科技大學資訊工程系,崑山科技大學機械工程系,0,0,0,0,0,臺中市,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333,1,0
825,新竹高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學統計學系(大數據與資料科學組)
淡江大學統計學系",1,1,4,逢甲大學應用數學系,中原大學應用數學系,東海大學統計學系(大數據與資料科學組),淡江大學統計學系,0,0,0,0,0,0,0,新竹市,0,0.0,1,0.25,2,0.5,0,1
826,私立長榮高中,"逢甲大學應用數學系
東海大學應用數學系
淡江大學統計學系
逢甲大學統計學系商業大數據組
輔仁大學數學系應用數學組",1,1,5,逢甲大學應用數學系,東海大學應用數學系,淡江大學統計學系,逢甲大學統計學系商業大數據組,輔仁大學數學系應用數學組,0,0,0,0,0,0,臺南市,0,0.0,2,0.4,4,0.8,0,2
827,板橋高中,"逢甲大學應用數學系
東海大學統計學系(社會組)
中國文化大學應用數學系
實踐大學金融管理學系(高雄校區)",0,0,4,逢甲大學應用數學系,東海大學統計學系(社會組),中國文化大學應用數學系,實踐大學金融管理學系(高雄校區),0,0,0,0,0,0,0,新北市,0,0.0,1,0.25,2,0.5,0,3
828,左營高中,"逢甲大學應用數學系
義守大學應用數學系財務分析組
義守大學財務金融學系
嘉南藥理科技大學休閒保健管理系",1,1,4,逢甲大學應用數學系,義守大學應用數學系財務分析組,義守大學財務金融學系,嘉南藥理科技大學休閒保健管理系,0,0,0,0,0,0,0,高雄市,0,0.0,1,0.25,2,0.5,0,2
829,新竹女中,"逢甲大學應用數學系
東吳大學數學系
東海大學應用數學系
臺北市立大學數學系",0,0,4,逢甲大學應用數學系,東吳大學數學系,東海大學應用數學系,臺北市立大學數學系,0,0,0,0,0,0,0,新竹市,0,0.0,1,0.25,4,1.0,0,1
830,臺南市興國高中,"義守大學電機工程學系
義守大學機械與自動化工程學系
崑山科技大學機械工程系
明新科技大學電機工程系
遠東科技大學機械工程系
遠東科技大學電機工程系",1,1,6,義守大學電機工程學系,義守大學機械與自動化工程學系,崑山科技大學機械工程系,明新科技大學電機工程系,遠東科技大學機械工程系,遠東科技大學電機工程系,0,0,0,0,0,臺南市,0,0.0,1,0.16666666666666666,1,0.16666666666666666,0,2
831,文華高中,"逢甲大學應用數學系
東海大學生命科學系生物醫學組
逢甲大學統計學系",1,1,3,逢甲大學應用數學系,東海大學生命科學系生物醫學組,逢甲大學統計學系,0,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1,0
832,苗栗高中,"逢甲大學應用數學系
靜宜大學統計資訊學系
銘傳大學應用統計資訊學系(桃園校區)
世新大學資訊管理學系資訊管理組",1,1,4,逢甲大學應用數學系,靜宜大學統計資訊學系,銘傳大學應用統計資訊學系(桃園校區),世新大學資訊管理學系資訊管理組,0,0,0,0,0,0,0,苗栗縣,0,0.0,1,0.25,1,0.25,0,1
833,逢甲大學,"逢甲大學應用數學系
逢甲大學統計學系
靜宜大學企業管理學系
靜宜大學會計學系
靜宜大學資訊管理學系",1,1,5,逢甲大學應用數學系,逢甲大學統計學系,靜宜大學企業管理學系,靜宜大學會計學系,靜宜大學資訊管理學系,0,0,0,0,0,0,臺中市,0,0.0,2,0.4,1,0.2,1,0
